Transaction ID,Payment Date,Payment Amount,Payment Method,Tax Type,Taxpayer ID,Taxpayer Industry,Province,Town/City,Income Level
8a91701f-0109-4b17-b40a-2b58b02c70a0,2023-11-16,2076.23,Mobile Money,Sales Tax,a535a0e0-bc13-462b-a089-f401e07ab2eb,Construction,Copperbelt,Solwezi,Low
a1946654-f117-470e-a915-3d7444da4182,2022-10-10,8496.28,Bank Transfer,Corporate Tax,c9c47c48-5eaf-4bd8-aff9-1ea932e99abc,Construction,Eastern,Ndola,Low
5dd8dbe3-f5ac-48d5-9f10-3f558914dc2d,2024-02-22,9424.8,Mobile Money,Property Tax,4401c978-1c0b-4810-baf1-5573a9765759,Manufacturing,Central,Kasama,Low
8c76620c-66e7-445a-af1d-ec1091d8c6fd,2022-12-09,2416.94,Cash,Sales Tax,fb2dc917-33a0-43b0-98f6-7a155ca622e4,Healthcare,Eastern,Chipata,Low
14d1645f-4598-47fa-b359-a5658ddf96b7,2023-02-17,6960.46,Bank Transfer,VAT,fc7877e8-dd89-4a1d-80f3-7519f1ee8bef,Retail,Lusaka,Kitwe,High
2db63bfa-6809-45da-ad21-e66db3bc4c62,2023-10-13,8429.79,Cash,Corporate Tax,cb558422-f03b-469f-ac8b-97be0db02576,Healthcare,Eastern,Ndola,High
fb5c79b8-9568-4cb4-b344-567f91d31bf7,2023-08-18,5449.5,Bank Transfer,Property Tax,a605b1f1-1dc9-4412-ad4b-1a5d2bdcedba,Technology,Southern,Solwezi,High
4235cecd-b440-4285-9e23-6b3a7bad56d6,2023-01-12,8935.36,Cash,Property Tax,b5de47da-ffee-48ff-aaa5-4131fde8422d,Finance,North-Western,Kitwe,High
355db770-ccda-4785-b187-d659d457f3be,2024-08-31,6951.1,Cash,Corporate Tax,a8451704-7d65-4cc1-a9b0-a886300b7e2b,Construction,Eastern,Livingstone,High
2662182f-66e9-47d3-a19e-9bf5f7ba067d,2023-12-03,9969.9,Bank Transfer,Income Tax,19a88de1-cabe-4b93-b14d-b7dcb137dff3,Healthcare,Central,Mansa,High
7633ffa5-3db5-4b62-a6d0-77ba7001126c,2024-01-23,9633.11,Cash,Sales Tax,7e20089f-6187-480a-b2d1-3e8abc547b71,Technology,Western,Chipata,High
e0552f31-a79a-4f0a-97ad-4235bbd4abb8,2024-03-11,112.03,Debit Card,VAT,bc2baa30-d003-4357-935c-6297523b22a4,Finance,Western,Kitwe,Low
4e7ddcf5-233c-4fd0-9e22-440abcaf76b1,2022-09-15,4982.24,Bank Transfer,Sales Tax,6e0d4617-b472-4b7e-8756-4213437a89fd,Manufacturing,Southern,Livingstone,Low
bea40ac0-0f05-45fd-8833-1485ac46feb0,2024-03-21,7992.1,Debit Card,Property Tax,211c9438-8af1-48fd-abcb-7deeb274c5aa,Construction,Western,Mansa,Low
578f4c33-6c3c-46fa-a6aa-195f3c628373,2024-06-28,4801.3,Debit Card,Sales Tax,9346fcea-fd1f-4d83-8c7b-6f2c6629c9e2,Finance,North-Western,Chipata,Medium
238424b5-d288-40a4-8b70-b6c7a4cb62e3,2024-06-28,726.03,Cash,Income Tax,edbcef4d-b274-4a75-91fe-032413131834,Construction,North-Western,Kitwe,High
60c7c250-241d-45ed-9e99-9add30847873,2023-05-09,9466.62,Bank Transfer,Property Tax,e55a5d93-a660-4976-9b1c-7a005a9056f1,Manufacturing,Northern,Kitwe,Medium
eec9800f-dd25-4e58-95bc-053541dd24f2,2023-11-12,1013.54,Cash,Corporate Tax,10e511ec-26f1-4a24-8420-6160d277e96c,Finance,Copperbelt,Livingstone,High
fd2e25d7-8739-4fba-a621-7d799cb3d566,2024-01-14,707.09,Bank Transfer,VAT,15d190b0-8e6b-495b-812c-77406fdc7109,Finance,Lusaka,Kitwe,Low
5e289075-5fa8-4d94-b25c-0955e265686c,2023-01-10,5545.02,Mobile Money,VAT,a2876691-e75a-46c9-90f4-79e368615a58,Construction,Northern,Mansa,High
3c9c1939-a272-4503-be45-60314cbc6b26,2022-12-25,6372.81,Bank Transfer,Income Tax,b132cd56-c8c7-4802-8c88-27ce2fa33598,Technology,Copperbelt,Kitwe,Low
760b19d9-e040-46f9-af9a-456599569ad9,2023-04-20,6141.33,Cash,Corporate Tax,15a2f05e-48a0-4f11-afb3-384321fba6ff,Finance,North-Western,Kasama,High
444d8505-4406-41f0-8c34-44fa89eb8343,2022-09-14,950.24,Mobile Money,Income Tax,a0b5fc3c-1c97-43b6-8b78-5789f85c28fb,Retail,Lusaka,Lusaka,Medium
e9a6346e-2651-44dc-9067-bbf09222d68a,2022-12-15,6467.25,Mobile Money,Sales Tax,66613d99-64e0-4a4a-b215-e1e869230391,Manufacturing,Western,Ndola,Medium
78bcd428-25f8-4a5b-9962-34f44eeaf9cc,2024-06-20,4269.53,Cash,Sales Tax,0900b0bb-224d-4df4-bec4-6dce13b485bd,Healthcare,Eastern,Ndola,Low
a804ab96-00a5-48f4-bed3-1d76ebae32a1,2023-07-02,3913.57,Bank Transfer,Corporate Tax,b8809b2c-f3f7-4b1f-b5f4-6a5e03a91cf0,Manufacturing,Eastern,Mansa,High
6ed28342-fed9-4fc4-99ff-d897afda696a,2022-12-31,1128.54,Bank Transfer,Sales Tax,daa8c68e-ada7-4b55-be09-19b13c79aab9,Retail,Eastern,Kasama,Medium
85b75820-a0a8-49cb-afa2-98138b7ba0f8,2023-06-27,7818.92,Debit Card,Corporate Tax,4d8bd45e-fcf6-49ba-b726-706a7caf2521,Healthcare,Southern,Kasama,High
8cb8791d-0d23-4179-bce2-616fbfc048e7,2023-07-26,7107.28,Debit Card,Property Tax,2ca2e218-2649-4a4d-a87b-bbfe6d3eb0d6,Retail,Eastern,Solwezi,Medium
9c4535f8-a5fc-4aeb-949a-b0860f1c6420,2024-08-20,7923.75,Bank Transfer,Property Tax,360a6b5a-a0a2-4205-93c2-f78184624c6c,Technology,Southern,Chipata,Low
8de49c37-91da-45d0-b55d-97316c42e7d9,2023-08-12,9942.14,Mobile Money,Income Tax,26a9fb71-1380-4352-9024-72fc1f1e2001,Manufacturing,Eastern,Lusaka,High
88b8c5db-864a-4f8a-8285-1a5d4fb47fa6,2024-08-08,7765.4,Debit Card,Corporate Tax,f8883e0c-53fb-4564-a631-a32dfebf684e,Retail,Northern,Livingstone,High
a6eabe09-1689-419a-8c35-cf062dc3aea1,2024-05-27,3052.83,Debit Card,Income Tax,7c09876b-ff49-4b64-9068-727a57e0a6e9,Technology,Northern,Solwezi,Low
73738207-b4e5-4a26-93a9-77db285f6f70,2024-03-31,4479.6,Mobile Money,Income Tax,860f0680-049d-42dc-9128-3c5bc3e71bfa,Construction,Lusaka,Kasama,Low
6c887c26-ea60-495d-b2f2-268a65064b19,2023-06-07,3117.46,Mobile Money,VAT,b2f79812-cba6-42c4-a783-99d205360df2,Manufacturing,Northern,Livingstone,Medium
06ed0ed1-4a78-40f8-acfa-9c8c04539729,2022-11-14,334.1,Bank Transfer,Corporate Tax,86499de0-ef6c-432e-b1ad-73ecdf059583,Finance,Eastern,Kasama,Medium
b3e6091a-3e57-4521-a079-fe2f1645121b,2022-11-19,3655.4,Debit Card,Income Tax,946df9f8-7fd9-40b1-92b0-6165c0f17d0e,Construction,Lusaka,Solwezi,Medium
5f5c6ace-fa64-4262-9b80-bf4f2a1e1e5e,2024-03-31,3179.83,Mobile Money,Sales Tax,ff8a37b1-5d3c-46b7-b4e6-32831f158472,Technology,Southern,Mansa,High
200b6216-c29a-47ff-8347-926451ddb0ba,2023-09-26,3536.93,Mobile Money,VAT,60016aa1-ea64-4857-8661-cfd5a4512da8,Retail,Copperbelt,Livingstone,Medium
70a980f2-8c4b-4ec9-b8ca-443349fa903f,2024-03-16,5508.09,Bank Transfer,Sales Tax,8e0da031-7538-4bea-be97-fb7d55d1358c,Manufacturing,Northern,Solwezi,Medium
a1a03a89-850f-4c20-8fe8-1830454753bd,2024-07-26,5860.79,Debit Card,Corporate Tax,6456c75b-9337-419f-adea-3b3b0f5e6bfc,Retail,Eastern,Chipata,Low
a6215cf4-8506-4bcb-b7c9-254a99c82379,2022-10-31,1768.08,Bank Transfer,Property Tax,5368a3d1-9a87-42ac-b499-014823a5a387,Retail,Central,Ndola,High
86abf260-35a0-43fe-8e93-a52813055538,2024-05-14,2529.07,Mobile Money,Property Tax,216f073f-384e-4b27-969c-4ef233ac77e9,Finance,Lusaka,Solwezi,Low
093a3d77-f140-42a6-b211-972bda57a15b,2023-09-13,2572.18,Mobile Money,Income Tax,d2981237-bb72-428e-839b-74c711972fd7,Finance,Northern,Livingstone,High
c541933a-dd7e-459d-8ca5-5136e5fdc3f1,2023-04-22,6621.78,Mobile Money,Property Tax,87b1a857-c234-4cda-bb42-8b41eb7eaee7,Manufacturing,Eastern,Mansa,Medium
4ab4a995-32cd-4d83-ba7d-7a52e561a8fe,2023-12-21,2555.52,Bank Transfer,Corporate Tax,e660bdec-9b05-44d9-a89d-6abdc66be602,Retail,Copperbelt,Solwezi,Medium
6cabc269-0331-41db-921e-31a5ca60d5db,2023-07-01,4408.46,Debit Card,VAT,202db9fa-748c-454c-8c3f-713f20ed11bc,Construction,Eastern,Kasama,Medium
85bfee19-d57f-4df8-af62-efbab8a2ed75,2024-04-30,5201.76,Mobile Money,Property Tax,21d76255-f883-4c2b-8ee6-ec95657061ed,Construction,Copperbelt,Ndola,Low
bd3573d7-ef62-4ef1-8814-3273cd14f973,2022-12-11,5687.57,Cash,Income Tax,4f2aeec1-ccaf-497a-ba3c-9a5b589fcb5b,Finance,Lusaka,Kitwe,Medium
7745c6eb-de28-409b-bb1b-d9291ed217d1,2023-08-21,4680.07,Debit Card,Corporate Tax,bd379f1b-85dd-44f6-86c3-5131c221ef84,Finance,Central,Mansa,Low
dca36e3f-7e5f-4ada-bf29-81a53768267f,2023-12-22,7947.4,Cash,Property Tax,11ddf3bb-381d-4aa7-b187-e1b2c0c6e123,Retail,Eastern,Kasama,High
6d0a3ebc-f69f-46fc-9169-5e3afea1129a,2022-09-09,4658.17,Cash,Corporate Tax,ee1065d4-fef5-4186-97e1-1308c5e3f6ab,Manufacturing,Lusaka,Mansa,High
d266e068-3a51-4ab3-b0ec-3f1dc2692d25,2024-08-25,1348.58,Mobile Money,VAT,834239e0-e3fb-4344-a67d-ebeb6a608fa5,Retail,North-Western,Livingstone,Medium
0daee8e4-07e1-4736-925a-c6e1b1487fcb,2023-02-08,5651.1,Bank Transfer,Sales Tax,09e5f9dc-484e-4ab3-aac9-ed061a33abab,Finance,Eastern,Solwezi,Low
1ed8a9d7-49e3-403c-91af-a39400b5bd4a,2024-02-26,8622.19,Cash,VAT,07bcd1c1-4c0f-410b-a15c-dd7130d0bb07,Finance,Southern,Solwezi,Low
018a73ec-336f-4f27-971c-f87aae6b6dd8,2023-08-19,9470.45,Bank Transfer,Income Tax,26a31dae-faac-44ce-97bf-7cfd86f77399,Construction,Southern,Chipata,Low
c4b45b5a-b30a-45f6-bda0-aebfc58cd699,2022-09-12,1107.06,Mobile Money,Property Tax,b69d5441-b0bd-4911-b268-17f84bdeda23,Healthcare,Southern,Kasama,High
ca514b49-33d8-4727-9870-7755434d7051,2023-06-08,2574.06,Bank Transfer,Property Tax,6f0f92b0-c250-4fd7-b8ca-4f2594c570c7,Manufacturing,Eastern,Chipata,Medium
0445997e-ddaa-436c-b418-5e8bc34f30fb,2024-04-12,8598.88,Bank Transfer,Property Tax,bc05d2fe-d583-407a-aa89-207e8ded6aef,Manufacturing,North-Western,Mansa,Low
c5646fcf-706a-4953-861e-fe0c344e4e0c,2024-07-07,8706.32,Mobile Money,Corporate Tax,143c01b8-f2ef-4e49-a62f-d8c66fb8c59f,Healthcare,Northern,Solwezi,Low
c22f67ca-d8ed-4b6c-bc5b-289d439ec4ab,2023-10-10,9730.66,Mobile Money,Property Tax,e09696f9-6373-4538-8501-f9a8ff2bb1ab,Healthcare,Eastern,Kasama,High
cb42abec-fcc1-4411-b9af-2c4b2bed5dbf,2023-12-08,4127.91,Debit Card,VAT,d5991811-4649-40e2-9623-3c2545b64ecc,Retail,Northern,Mansa,High
fc78f279-4e8a-4a82-a364-09506b360dd1,2024-05-21,1407.37,Mobile Money,Sales Tax,fd547e39-d16f-4b28-8326-7bdf1eb843e9,Technology,North-Western,Ndola,Low
44ac87f6-60bc-4bdf-ab6e-e6781e2884ac,2024-07-17,2956.97,Mobile Money,Income Tax,79229260-9534-4fc5-b9e2-d6470f0fce1d,Finance,Eastern,Kasama,Low
6ad17b54-6fec-4fb6-8f8c-5667874912c0,2024-06-11,5693.29,Debit Card,VAT,67e51077-c3a9-4764-a64d-8d2abdc3f01f,Technology,Southern,Chipata,Low
103aed46-7901-4c48-95ee-7fc53296b13c,2024-08-03,358.06,Mobile Money,VAT,637518e6-3453-44d6-8ee0-e6e618812a70,Finance,Northern,Ndola,High
3b71929f-c4b3-4ce3-a3b0-e8d7380b448a,2024-03-06,5697.61,Mobile Money,Sales Tax,dd62dbfd-22f9-49ca-9a43-8358dcc28b93,Manufacturing,Western,Ndola,High
67fc7a56-3e3e-4ed4-8f2a-a6ec66045516,2023-04-08,9885.31,Debit Card,Corporate Tax,e9c598e6-1213-4e82-ab42-f51a9b2a9263,Technology,Central,Lusaka,Medium
4999e2b1-545d-4756-9d8e-fef0d0c88376,2022-12-01,8907.16,Bank Transfer,Property Tax,c661d437-ae44-453e-9eba-0c77a58669a1,Technology,Copperbelt,Kitwe,High
0a91c526-507e-4e7b-a359-11eade89a82c,2022-12-26,7729.94,Mobile Money,Sales Tax,204cd55d-c79c-4888-80b3-2891bef3d5ec,Manufacturing,Southern,Kasama,Low
feb14039-3010-48c7-a8b8-9904f4fc1432,2023-02-17,1815.11,Cash,Sales Tax,b3e6a276-25ca-4c13-9830-99c8793ebabd,Technology,Lusaka,Livingstone,High
e9ed4c53-725c-49c2-ac51-7a21b4223d6d,2023-11-11,8545.57,Bank Transfer,VAT,8e9e64e2-e9a1-45af-a3c8-3ae9d28b9263,Manufacturing,Central,Ndola,Low
4add821d-330b-49ae-bcf6-20e7d9af7ac8,2024-01-29,9261.29,Cash,Corporate Tax,df973e2c-6099-4683-9e3f-754553af8f87,Technology,Lusaka,Kitwe,High
8f52b8a5-37f6-4fd2-82a8-c06add872ecd,2024-04-16,4579.16,Bank Transfer,Corporate Tax,aa9f150c-da6f-4035-b741-4b090f7dab04,Retail,Eastern,Chipata,Low
a539354d-3b69-416d-98c5-da3c9363c23b,2024-06-12,1068.32,Mobile Money,Income Tax,281999c9-4fb5-4b6c-91a2-8d20b6cbcdc9,Retail,Northern,Solwezi,Medium
817f6fae-146b-41be-a54f-8af782c11170,2023-01-28,6194.39,Cash,Income Tax,1efb132a-7309-4f36-8554-a2ec09440131,Retail,Lusaka,Mansa,Medium
9b9ef65e-9078-4072-b666-ef24fc464748,2023-11-14,3754.71,Bank Transfer,VAT,479dfedb-22c7-4140-b6cc-27ecacbd24b8,Technology,Copperbelt,Livingstone,Medium
810e0730-040d-4260-a944-48171a2c677b,2024-08-09,6421.44,Bank Transfer,Property Tax,f5752b2b-9362-4a10-9772-c4fc2796a98c,Finance,Western,Solwezi,Medium
8c2807f9-65de-4b00-8be4-dd2051e823c9,2023-04-08,6707.36,Bank Transfer,VAT,3a01f2f7-db24-4d7a-96fa-d98f52736c88,Manufacturing,Lusaka,Livingstone,Low
b9cfeab9-6294-49dd-8c29-d5128dec0892,2024-04-24,3414.94,Cash,Income Tax,40ab9f9e-51e6-4089-9d7c-6617c720ac8e,Technology,Lusaka,Lusaka,High
d7bcc92c-ce30-4d17-8fb8-764a226663b5,2023-05-06,7059.77,Mobile Money,VAT,1f529dcf-94df-4470-8996-b51e2022c9b9,Finance,Southern,Ndola,Medium
caf0e7fe-fa5e-4ca5-a8ce-1fec783d31b8,2023-10-04,1069.55,Debit Card,Corporate Tax,27b4bbc1-5ccb-44f4-aa22-6989a306110d,Manufacturing,Southern,Chipata,Medium
0984c401-a447-4cde-a9c1-e83d9e69b0c1,2023-06-20,7636.78,Cash,VAT,3913a5d0-36fe-4733-ba95-59cf9e2d455b,Construction,Northern,Solwezi,High
daebf620-0524-41ce-bd1c-5db2ffe0794f,2022-12-16,1023.06,Bank Transfer,VAT,9b959452-48df-4a5c-903a-bc3fab628a9d,Manufacturing,Northern,Ndola,High
0bc8b67b-a83e-42fa-9b6f-601170d29572,2024-08-26,1055.36,Cash,VAT,4da908c8-7969-43ac-8a80-c845b5924b42,Technology,Western,Lusaka,Low
3e6b1d98-76f1-43fe-a955-eb5e80797766,2023-01-13,8095.84,Bank Transfer,Corporate Tax,ac7510f4-3735-4b40-b8b5-3722be157732,Manufacturing,Southern,Lusaka,Low
a52300d1-d21b-499f-ab5a-0ea0d4213caa,2024-03-04,2663.0,Cash,Property Tax,6a9eb4f4-7e40-4821-b697-d31c4a593502,Retail,Eastern,Lusaka,High
4d67e643-80ae-49da-a166-35be9158c17f,2024-06-03,4217.6,Mobile Money,Property Tax,fd987960-7338-4a0c-8eb8-d0fb99a5dce7,Retail,Central,Lusaka,High
f2607a81-cdb8-4bd9-bc0c-22d190f5acdf,2023-07-07,1675.41,Cash,VAT,1c127046-5c13-4819-b81d-01510668f3e3,Technology,Southern,Mansa,Low
0faf496d-d703-4cde-9100-138132d263db,2023-12-15,7892.57,Cash,VAT,99130378-994e-4625-8f39-1458c0880da1,Technology,Copperbelt,Kasama,High
e0d80d7f-43f6-4bad-8459-83f51c7c8df3,2024-06-07,9032.34,Mobile Money,Property Tax,f0adbaaa-331c-4d30-84df-8f37874ad786,Technology,Northern,Ndola,Low
2b6edd26-bdb2-45cf-aedd-a562bb9f0dcc,2024-07-23,4615.91,Mobile Money,Property Tax,93fc6195-0724-4e36-a293-2a3671e5296f,Retail,Central,Kasama,Medium
aa98f8d0-cd6b-4366-a98a-832e8589d496,2024-04-18,2417.41,Bank Transfer,Corporate Tax,a3ac9cff-fc90-4db7-ba8e-df663042d3ef,Healthcare,Northern,Mansa,High
5223a154-e39d-47c1-8778-45b619745bc4,2024-06-14,3983.8,Mobile Money,Property Tax,add6e9fc-6f84-4de2-bac0-be6d1a0358e2,Finance,Lusaka,Kasama,High
59bfa471-1b01-4d2c-83f6-a569ede9e159,2023-05-15,8671.99,Mobile Money,Income Tax,b898f501-7997-4b56-8d5a-b24176bc30ec,Construction,Copperbelt,Lusaka,High
27acc194-93f7-41a9-b5dc-d7df2f47036c,2024-04-23,7430.52,Debit Card,Sales Tax,d8bd8de1-4018-45e3-8c4c-771b9be92b45,Healthcare,Western,Solwezi,High
b8bce622-0c3e-4a4c-9f89-d9ef455c1215,2023-06-10,8273.81,Mobile Money,Income Tax,59c78702-5b81-4b9d-b9d7-ee0d280a10ea,Construction,North-Western,Lusaka,Medium
a44f66d0-a492-4b1e-a229-472318fb6499,2024-05-12,2328.04,Cash,Property Tax,37cfd2ff-d80d-40e6-aaea-05e33f707c43,Construction,Eastern,Ndola,Low
d6b53755-f60c-46a2-a8d3-f955254f62e6,2024-05-23,9591.31,Mobile Money,VAT,90a0360c-0f4d-4537-9800-2ebeb3d0a433,Retail,Northern,Lusaka,Medium
869e4b36-de8d-48d1-b42a-4a5b4d359c25,2024-02-22,692.85,Cash,Property Tax,e1bff145-e33e-4984-9fd0-f05cbb3a3d14,Technology,Eastern,Kitwe,Medium
e3f625fe-6118-47ff-bbd1-b514d9abc6ba,2023-08-19,2248.25,Mobile Money,Property Tax,b1b7b81d-92b8-4647-9610-57f4e11e0c3f,Technology,Southern,Solwezi,High
33a317a0-8d2e-4d61-a07f-cc397b792c81,2024-02-08,5694.92,Mobile Money,Sales Tax,9248c4bf-7071-40c2-b01a-b92ae20b5a55,Retail,Southern,Chipata,Low
852a498a-7f60-43c5-a41c-81264b92c787,2023-06-09,5430.39,Bank Transfer,Property Tax,c7d6d2c0-2d8b-4b97-b852-1426b75e0aff,Technology,Eastern,Lusaka,High
7001616d-892f-4a65-8b56-be586f06beca,2024-09-01,7181.15,Bank Transfer,Income Tax,d7a95ed6-1ca0-4965-8fcb-3810b3453061,Finance,Western,Kitwe,Medium
43a466a0-bef5-4fcf-a71a-b7ca6e1c785a,2023-01-10,1999.33,Cash,Corporate Tax,87b58f85-8ab4-434e-bc8b-7f95d0769069,Manufacturing,Eastern,Kasama,Low
5df276b6-4e12-411f-9635-0cb03b108088,2022-12-09,8492.22,Cash,Property Tax,f5da5670-12f9-4ee4-8869-3710ba466cd4,Finance,Central,Solwezi,Low
dc3144e4-1723-4db1-86c4-1d1bb03f7556,2023-10-24,1169.7,Bank Transfer,Income Tax,49e50b1f-5ac4-41bf-bc3f-2af15305a7be,Healthcare,Central,Kitwe,High
a61dfa47-3a5c-4794-8353-f6cd1e996e98,2022-09-07,7036.92,Bank Transfer,Income Tax,c99158a4-5da2-4bb3-8bc0-5b4913862e64,Construction,Northern,Mansa,Low
